player_name,season_label,match_week,cumulative_goals
Son Heung-min,2020-21,2,4
Son Heung-min,2020-21,3,4
Son Heung-min,2020-21,4,6
Son Heung-min,2020-21,5,7
Son Heung-min,2020-21,6,8
Son Heung-min,2020-21,7,8
Son Heung-min,2020-21,8,8
Son Heung-min,2020-21,9,9
Son Heung-min,2020-21,10,9
Son Heung-min,2020-21,11,10
Son Heung-min,2020-21,12,10
Son Heung-min,2020-21,13,11
Son Heung-min,2020-21,14,11
Son Heung-min,2020-21,15,11
Son Heung-min,2020-21,16,12
Son Heung-min,2020-21,17,12
Son Heung-min,2020-21,18,12
Son Heung-min,2020-21,19,12
Son Heung-min,2020-21,20,12
Son Heung-min,2020-21,21,12
Son Heung-min,2020-21,22,13
Son Heung-min,2020-21,23,13
Son Heung-min,2020-21,24,13
Son Heung-min,2020-21,25,13
Son Heung-min,2020-21,26,13
Son Heung-min,2020-21,27,13
Son Heung-min,2020-21,28,13
Son Heung-min,2020-21,29,13
Son Heung-min,2020-21,30,13
Son Heung-min,2020-21,31,14
Son Heung-min,2020-21,32,14
Son Heung-min,2020-21,33,15
Son Heung-min,2020-21,34,16
Son Heung-min,2020-21,35,17
Son Heung-min,2020-21,36,17
Son Heung-min,2020-21,37,17
Son Heung-min,2020-21,38,17
Son Heung-min,2021-22,1,1
Son Heung-min,2021-22,2,1
Son Heung-min,2021-22,3,2
Son Heung-min,2021-22,4,2
Son Heung-min,2021-22,5,2
Son Heung-min,2021-22,6,3
Son Heung-min,2021-22,7,3
Son Heung-min,2021-22,8,4
Son Heung-min,2021-22,9,4
Son Heung-min,2021-22,10,4
Son Heung-min,2021-22,11,4
Son Heung-min,2021-22,12,4
Son Heung-min,2021-22,13,5
Son Heung-min,2021-22,14,6
Son Heung-min,2021-22,15,7
Son Heung-min,2021-22,16,8
Son Heung-min,2021-22,17,8
Son Heung-min,2021-22,18,8
Son Heung-min,2021-22,19,8
Son Heung-min,2021-22,20,8
Son Heung-min,2021-22,21,9
Son Heung-min,2021-22,22,9
Son Heung-min,2021-22,23,9
Son Heung-min,2021-22,24,9
Son Heung-min,2021-22,25,10
Son Heung-min,2021-22,26,11
Son Heung-min,2021-22,27,11
Son Heung-min,2021-22,28,11
Son Heung-min,2021-22,29,13
Son Heung-min,2021-22,30,14
Son Heung-min,2021-22,31,17
Son Heung-min,2021-22,32,17
Son Heung-min,2021-22,33,17
Son Heung-min,2021-22,34,19
Son Heung-min,2021-22,35,20
Son Heung-min,2021-22,36,21
Son Heung-min,2021-22,37,21
Son Heung-min,2021-22,38,23
Son Heung-min,2022-23,1,0
Son Heung-min,2022-23,2,0
Son Heung-min,2022-23,3,0
Son Heung-min,2022-23,4,0
Son Heung-min,2022-23,5,0
Son Heung-min,2022-23,6,0
Son Heung-min,2022-23,7,3
Son Heung-min,2022-23,8,3
Son Heung-min,2022-23,9,3
Son Heung-min,2022-23,10,3
Son Heung-min,2022-23,11,3
Son Heung-min,2022-23,12,3
Son Heung-min,2022-23,13,3
Son Heung-min,2022-23,14,3
Son Heung-min,2022-23,15,3
Son Heung-min,2022-23,16,3
Son Heung-min,2022-23,17,3
Son Heung-min,2022-23,18,4
Son Heung-min,2022-23,19,4
Son Heung-min,2022-23,20,4
Son Heung-min,2022-23,21,4
Son Heung-min,2022-23,22,4
Son Heung-min,2022-23,23,4
Son Heung-min,2022-23,24,5
Son Heung-min,2022-23,25,5
Son Heung-min,2022-23,26,5
Son Heung-min,2022-23,27,6
Son Heung-min,2022-23,28,6
Son Heung-min,2022-23,29,6
Son Heung-min,2022-23,30,7
Son Heung-min,2022-23,31,8
Son Heung-min,2022-23,32,8
Son Heung-min,2022-23,33,9
Son Heung-min,2022-23,34,10
Son Heung-min,2022-23,35,10
Son Heung-min,2022-23,36,10
Son Heung-min,2022-23,37,10
Son Heung-min,2022-23,38,10
Son Heung-min,2023-24,1,0
Son Heung-min,2023-24,2,0
Son Heung-min,2023-24,3,0
Son Heung-min,2023-24,4,3
Son Heung-min,2023-24,5,3
Son Heung-min,2023-24,6,5
Son Heung-min,2023-24,7,6
Son Heung-min,2023-24,8,6
Son Heung-min,2023-24,9,7
Son Heung-min,2023-24,10,8
Son Heung-min,2023-24,11,8
Son Heung-min,2023-24,12,8
Son Heung-min,2023-24,13,8
Son Heung-min,2023-24,14,9
Son Heung-min,2023-24,15,9
Son Heung-min,2023-24,16,10
Son Heung-min,2023-24,17,10
Son Heung-min,2023-24,18,11
Son Heung-min,2023-24,19,11
Son Heung-min,2023-24,20,12
Son Heung-min,2023-24,21,12
Son Heung-min,2023-24,22,12
Son Heung-min,2023-24,23,12
Son Heung-min,2023-24,24,12
Son Heung-min,2023-24,25,12
Son Heung-min,2023-24,26,13
Son Heung-min,2023-24,27,14
Son Heung-min,2023-24,28,14
Son Heung-min,2023-24,29,15
Son Heung-min,2023-24,30,15
Son Heung-min,2023-24,31,15
Son Heung-min,2023-24,32,15
Son Heung-min,2023-24,33,16
Son Heung-min,2023-24,34,16
Son Heung-min,2023-24,35,17
Son Heung-min,2023-24,36,17
Son Heung-min,2023-24,37,17
Son Heung-min,2023-24,38,17
Son Heung-min,2024-25,1,0
Son Heung-min,2024-25,2,2
Son Heung-min,2024-25,3,2
Son Heung-min,2024-25,4,2
Son Heung-min,2024-25,5,2
Son Heung-min,2024-25,6,2
Son Heung-min,2024-25,7,2
Son Heung-min,2024-25,8,3
Son Heung-min,2024-25,9,3
Son Heung-min,2024-25,10,3
Son Heung-min,2024-25,11,3
Son Heung-min,2024-25,12,3
Son Heung-min,2024-25,13,3
Son Heung-min,2024-25,14,3
Son Heung-min,2024-25,15,4
Son Heung-min,2024-25,16,5
Son Heung-min,2024-25,17,5
Son Heung-min,2024-25,18,5
Son Heung-min,2024-25,19,5
Son Heung-min,2024-25,20,5
Son Heung-min,2024-25,21,6
Son Heung-min,2024-25,22,6
Son Heung-min,2024-25,23,6
Son Heung-min,2024-25,24,6
Son Heung-min,2024-25,25,6
Son Heung-min,2024-25,26,6
Son Heung-min,2024-25,27,6
Son Heung-min,2024-25,28,7
Son Heung-min,2024-25,29,7
Son Heung-min,2024-25,30,7
Son Heung-min,2024-25,31,7
Son Heung-min,2024-25,32,7
Son Heung-min,2024-25,33,7
Son Heung-min,2024-25,34,7
Son Heung-min,2024-25,35,7
Son Heung-min,2024-25,36,7
Son Heung-min,2024-25,37,7
Son Heung-min,2024-25,38,7
